,title
1521,"незнаю к чему отнести этот поступок к хорошему или плохому, один пьяный алкаш стал ругатся на бабку с семечками, ударил её по лицу, взял жменю семечек бесплатно и пошел, меня это разозлило, но не то что жалость к бабке, а то что он такой самодовольный мудак, я стал его пиздить при всех, он упал и ударился сильно головой об пол, у него с кармана вылетел пакет с соленой рыбой, я её подобрал и ушел оттуда, все остались охуевшие, ну а я потом сидел жевал рыбу во дворе и думал какой я охуенный шкет запиздолдил пьяного алкаша 1 на 1"
1522,"Помните были популярные такие драки во дворе, один залазит к тебе на плечи, и вы деретесь, мы так малых себе на плечи сажали, и я старался сильнее всех этим малым херячить соберника, а под конец битвы нагибался назад и скидывал малых, один раз малыш упал и ударился головой об дерево, так что пошла кровь, но мы её вымыли, я тогда сильно испугался, хоть и был говнюком."
1523,"Жил в моем подъезде один задрот, которого все травили, один раз его затравили и он убежал в подъезд плакать, я пошел за ним издеватся, нашел его по всхлипываниям, сидящего на ступеньках, и наступил ему на руку, очень сильно-пресильно давил, так что он аж извивался, через пару дней увидел его с гипсом, он всем говорил, что сильно ударился обо что-то в школе, но я же знал, почему у него сломана рука и хитро ухмылялся слушая его пиздеж."
1524,"в школе часто виделся с одним младшеклассником в туалете, странно совпадало, что мы вместе туда заходим и я стал обзывать его петушок, за его гнидскую морду, и один раз, когда он ссал я его толкнул и он ногой попал в очко, он расплакался и я боялся встречи с его учительницей и родителями но ничего такого не было"
1525,"в том же туалете в классе 3 соревновались кто выше обоссыт стенку, у меня иногда выходило напором достать почти до потолка, друзья и другие зашедшие поссать мною восхищались, я один раз даже позвал любимую из класса девочку показать как это делаю, после этого она сказала что я отвратительный, за то я хорошенько ей уебал пару раз кулаком по плечу и говорил что она нихуя не понимает в таких серъезных делах"
1526,"Я был бы сам рад сейчас сидеть и выдумывать это и люто хохотать вместе с вами. Однако, сейчас я бухаю, в квартире моей срач, жрать почти нечего, вот и вспоминаю все это говно."
1527,"Это же дерьмо анон, в результате у меня нет не то что друзей, а даже знакомых, которые могли бы обо мне хорошо отозватся, порекоммендовать куда-то на работу или просто по душам поговорить. Только такие же пропащие алкаши как я, иногда встречаемся где-то что бы нажратся, попиздеть про гавно какое-то, обблеватся, трахнуть очередную ТП и опять с горя забухать, просирая где-то подработанные деньги."
1528,Ну что вам ещё рассказать.
1529,"В селе много чем заабвлялся. (даже в ебанном сраном селе мне не рады, наверное, теперь) Были там всякие гульбы на речке, там была традиция, что пару голых мужиков купаются в речке, затаскивают туда невесту или ещё чего-то такое. Так вот я спиздил их одежды один раз, и продал, когда вернулся в город.С двоюродным братом в селе страдали хуйней. Собирали коровье и лошадиное говно, горами накидывали кому-то во двор, частенько пиздили с огородов чего вкусного пожрать."
1530,"Разок мне было интеерсно самому выдвинутся в такой рейд, я умудрился проникнуть в квартиру к старому деду, который спал в летней кухне. Я из дома спиздил будильник, интересные часы и блок сигарет, часы я потом продал, сигареты скурил с пацанятами, будильник продать тоже никмоу нахуй не всрался, поэтому я его кинул в какую-то кошку с балкона вроде, это смутно помню, но во что-то кинул."
1531,"Деньги, которые мамаша оставляла нам с сестрой на мороженное я прожирал сам, иногда даже и не на мороженное, петрушке нихуя не доставалась, она грызла локти, только один раз узнала, что мама осталвла деньги, и наверное, от охуения, какой объем мороженного она проебала, полезла ко мне дратся, за что была крепко уебана."
1532,"Глянул ОП-пост, про децепешника, и вспомнил, что в соседнем доме тоже жил, не дцп, но такой видно, что дебильчик, я часто просил его делать какие-то глупые веши. Типа брать в руки камни, или какой-то мусор и бегать орать ""я петух"" или ""я у мамы долбоебушкой вырос"". Бабки во дворе охуевали и вели его домой маме, говорили че это он разошолся, мало ли какой вред от него будет, не выпускайте его гулять, я очень сильно хохотал с этого."
1533,"Ну если вспоминать сексуальные проказы, как тут говорили, то вот расскажу.Свели обстоятельства нас так, что в село одновременно приехали я, и мои троюродные брат и сестра (лол и такие бывают, хорошо хоть не пятиюродные)."
1534,"ну ясное дело, я любил слушать как эта троюродная сестра в летнем толчке или срет или ссыт, прислонялся ухом к двери и быстро-быстро дрочил. Чуть позже я ей предложил оргию, ну пы полапались, погладили друг другу письки, этим все и кончилось. С её братом я провел почти такие же оргии, но более с садизмом, меня почему-то бесил его писюн, лол. Когда он разделся я со злом его дергал, или давал щелбаны по яйцам. Мы лапали-лапали друг друга, гладили пенисы, представляли, что снимаемся в порнофильме, посадили здорового плюшевого медведя будто это режиссер, но потом опять во мне проснулся садизм и ему скрутил возбужденную головку члена (хз как это по другому словами выразить), он сказал что его заебало и больше мы этим не занимались."
1535,"Ещё из такого было, что в селе мы оголялись с другом, ждали когда будут ехать машины на общей трассе возле села, и выбегали на дорогу, или плясали на обочинах голышом. Почему-то доставляло. Правда один раз нас так спалил какой-то дедок с козами, но мы убежали, оделись, а потом типа без палева пристроились к этому дедку типа это не мы, он нас ещё молоком козьим угостил. добрый был, но сильно глухой, поэтому мы всю дорогу шли и орали на него что он козоеб, спрашивали а вы коз хорошо дрючете в сральник, он махал головой, улыбался, хотя нихера не слышал. Вот такие вот пироги..."
1536,"Оп, кстати про пироги. Спекла как-то бабушка в селе пирожков, я набрал их целую жменю и пошел гулять. Сидел чавкал пирожками и с картошкой и с повидлом, на виду у нищих мудаков с села, они просили поделится, я сказал хуй вам мудаки. Так и сидели в кругу что-то говорили, а я жрал, и все смотрели как я ими давлюсь, и получал от этого удовольствие."
1537,"Начнем с того, что я «хач». Мама русская, папа – хач. Коренной москвич. Говорю совсем без акцента и грамотно пишу, но много волос на лице и теле, нос соответствующий. Короче, ебало нерусское."
1538,"Родители меня с детства воспитывали так, чтобы я не забывал свою культуру, но ценил и уважал культуру и обычаи людей, рядом с которыми я нахожусь. Мы регулярно ездили на Родину, к предкам, я много времени проводил с братьями по вере здесь, в Москве. Но при этом у меня много друзей русских, много хороших друзей русских."
1539,"Я учился в русской школе, в классе, где был единственным нерусским ребенком. И уже тогда я понял, что разговоры о равенстве и многонациональности – не более, чем либеральная выдумка, миф. Хотя, сейчас я и уверился в том, что «равенство» невозможно в принципе. В школе меня постоянно обзывали «чуркой», «арой» (они не знали, что значит это слово, но считали его синонимом слова «чурка»), «хачом». И в каждом оскорбление было такое ясное чувство превосходства, пренебрежения. Ты – гавно, эта страна моя. Хотя пьющие родители половины моих одноклассников за свою жизнь не принесли этой стране никакой пользы. Если не считать того, что регулярно сдавали бутылки. А мой отец отличный строитель, и работал не покладая рук, и действительно «строил эту страну». Которую они считают своей."
1540,"На улице и в метро я множество раз сталкивался с агрессией. У кого-то плохое настроение, хочется размять кулаки? Вон идет человек второго сорта. И когда они получали в ответ, отплевывались кровью и вытирали слезы – они вызывали милицию. И милиция становилась на их сторону. Так было не один раз, я знаю о чем говорю."
1541,"В институте это продолжилось. Я стал сильнее, люди более взрослыми. Но я все равно слышу слова «чурка», «черножопый». Правда, смелые русские, как правило, говорят их у меня за спиной."
1542,"В институте же я встретил девушку. Я ухаживал за ней, полюбил её. У нас всё было чудесно с ней, я познакомился с её родителями, хотел жениться. Но понял, что это невозможно. Круг общения и родственники этой девушки не согласны принять «чурку». Это в конце концов стало сказываться на наших отношениях. Она охладела ко мне. А потом я узнал, что она мне изменяла всё время, что мы были вместе. Даже тогда, когда, я считал, у нас все хорошо. Потом я понял, что таких понятий как «честь», «верность» у неё просто нет. Внезапно."
1543,"Я расстроился. Немного выпил. Не был пьян. Меня остановил патруль на улице и попросил документы. Странности начались в самом начале. Почему-то сразу появилась ещё одна машина. И меня посадили в нее. Отвезли в отделение под предлогом проверки по картотеке (какой картотеки? имели ли они право? знают ли они вообще закон своей страны?). В отделение, что характерно, стойко пахнет спиртным."
1544,"Эти достойные граждане своей страны, представители власти обвинили меня в хранение запрещенных веществ (причем сначала называли одно вещество, а в деле появилось другое (героин)). Они мне даже ничего не подбрасывали, не вызывали понятых, не приводили обыск. Отпустили, а потом мне пришла повестка. Беседа со следователем. И почти сразу предложение заплатить 8 тысяч долларов. Я не мог просить столько у отца. Мне пришлось влезать в долги, пришлось бросить институт. А я мечтал об этой специальности. В итоге у меня все равно появилась судимость."
1545,"После этого случая я серьезно задумался о своем положении в этой стране. Кто я здесь? Как вести себя? Почему ко мне такое отношение? И я решил, что, видимо, они хотят такого же отношения к себе. Я стал искать драки с русскими при первой возможности. Я давно занимаюсь боксом и хорошо владею собой. Но теперь я стал быть наверняка. Вырубать людей, чтобы они не могли сразу вызвать милицию. И делал я такие «вылазки» в чужом районе."
1546,"Именно здесь я увидел её. Девушку как две капли воды похожую на мою девушку. На ту, что предала меня. Она была одна. Я затащил ещё за гаражи, специально выбил ей зубы и бил по лицу, чтобы сделать её не такой красивой. Пусть она почувствует, что чувствую я. За измену и предательство её народа я изнасиловал её. Я ладонью порвал ей жопу и изнасиловал во все щели. Она визжала как свинья и умоляла не бить её. Она говорила, что отсосет, что отдаст все деньги, что я могу её трахнуть, но умоляла не бить её и не делать ей больно. Такая жалкая, вся в соплях и крови. От того лоска и пафоса с которым она шла по улице не осталось и следа. Она показала настоящее лицо. Бляди, обычной бляди. Слабой и ни на что не способной. Мои действия были более-менее осознанными только в начале. В конце же я просто издевался над ней. Не думаю, что мне сделает чести рассказывать об этом. Но она точно запомнит это навсегда."
1547,"Только в момент, когда я уходил от её грязного тела я, впервые за многие годы, был на самом деле удовлетворен жизнью. Верьте в себя и свои силы и все у вас получится, братья."
1548,"Я спал, мне снилась Вселенная любимой онлай-игры."
1549,"Мне всегда нравилась сама идея онлайн-игры – тысячи человек по всему миру одновременно развивают своих персонажей в виртуальном пространстве игры. Иногда я думаю, что возможно инопланетяне сидят в космическом корабле на орбите и тоже играют со мной, у них наверняка есть технологии типа Wi-Fi. Причём, у кого-то это получается лучше, у кого-то хуже. Я же просто средненький задрот, у меня никогда не хватает времени до конца понять законы игры. Больше всего я люблю игры про средневековье: магия, рыцари, благородство, лошади, замки, и прекрасные принцессы."
1550,"Мне снился мой замок в стереометрической проекции. Надо было наделать много новых юнитов и послать их в атаку на моего главного врага – араба Abhdulla. Ненавижу, блядь, арабов. Вечно они свои иероглифы в чат пихают. Не понимают что ли, что никто не может это прочитать? Дебилы."
1551,"На самом деле я не знал, что я сплю. Хотя я и читал в интернете про осознанные сновидения, меня всегда не хватало на тренировки. Слишком сложно. Я увлечённо командовал юнитами, вырабатывал лес и руду. Я уже накопил на новую катапульту, как внезапно Бог прокричал мой имя. Не никнейм, а настоящее имя, которое я не светил в игре. Так я и понял, что это Бог. Ну, может быть, Архитектор, я для себя ещё не решил, какая религия мне по душе. К сожалению, оказалось, что это моя мамка, разбудила меня в фазе быстрого сна. Мой мозг быстро включил реальность в сон и одурачил самого себя. Надо было вставать."
1552,"Я вышел на лестничную площадку с тугим портфелем. Надо было идти в школу, но не очень-то и хотелось. Я спустился на лифте, обошёл дом и попал в супермаркет. Поброжу с полчасика, пока мамка не уйдёт на работу. Папки у меня, слава богу, не было. Иначе бы пришлось ждать целый час! Я выбрал себе чипсы Лейз и Пепси-колу. Люблю пожрать за компом, жалко только клавиатура быстро зашкваривается. Раз в месяц я переворачиваю её, подстелив предварительно два чистых листа бумаги. В итоге получается небольшая горка чипсовых крошек, которую тоже можно заточить. Я же умный. Всё надо делать предварительно! Я вот не спешу заводить девочку: предварительно надо вырастить приличный хуй и яйца побрить."
1553,"На выходе из магазина я столкнулся с мамкой. Вот это неудача. Фейл, как говорят мои соклановцы.Сегодня поиграть не удастся: компьютер на работает без провода. А провод спрятала мамка. Но я же не дурак, надо поискать. Так я принялся за поиски, которые заняли весь день. Я заглянул во все ящики всех шкафов, в тумбочки на кухне и туалете. Даже в свои собственные тайники. Провода нигде не было. Я начинал нервничать: за время моего отсутствия в игре арабы могли истребить юнитов и захватить мой замок. Эта мысль пришла внезапно, и стало очень тоскливо. А тосковать я не люблю. На почве этого внутреннего конфликта родился замечательный план, и я стал ждать мамку."
1554,"Она пришла как обычно — в шесть десять. Когда она зашла в ванную, там уже лежало моё тело, погружённое в воду. Вода была алой, я растворил в ней много краски. Я специально лёг так, чтобы она не видела лица, актёр из меня никакой. К сожалению, я не мог видеть её лица тоже. Она быстро вышла. Чуть-чуть полежу и пойду успокою её. Тогда она уж точно поймёт, как любит меня, и не будет больше прятать провод. Я же даже написал предсмертную записку, для реалистичности.Какая-то возня в коридоре, мамка снова в ванной комнате. Наверное принесла аптечку, вот дура."
1555,"– Как же ты меня, блядь, достал, ублюдок!"
1556,"В воду плюхнулся монитор от компьютера, а с ним и долгожданный провод. Одна деталь мгновенно напрягла мой мозг — на мониторе мигала лампочка.Кто-то позвал меня по имени. По моему настоящему имени."
1557,"Все началось довольно просто. Я надел на голову бумажный пакет и провалился куда-то вниз. Знаете, это довольно мерзкое ощущение, когда пол под тобой просто пропадает. Особенно в первую секунду."
1558,"Очнулся я, лежа на спине. Через дырки для глаз можно было разглядеть звезды, но их было совсем немного. Я сел. Вроде бы я ничего не сломал, хотя тело болело изрядно. Последний раз я серьёзно падал лет пять назад, в детстве, когда прыгал с друзьями по гаражам. Ну, я имею в виду, когда у меня еще были друзья. Но вспоминать об этом, пожалуй, уже не стоит."
1559,"Я осмотрелся. Нелёгкая выкинула меня в лес, на поляну. Я подумал, что так и должно быть, настроения беспокоиться и переживать не было. Жалко только джины — порвались на коленке. Были мои любимые."
1560,"Я встал. Мох мягко чавкал под ногами. Старенький мобильник не работал: на дисплее мигала надпись ""ты хуй""."
1561,"— Местный оператор, наверное, — зачем-то сказал я вслух. Лес ничего не ответил. Ну и ладно. Я покрутился. Собственно, куда идти — я не имел ни малейшего понятия. Все направления казались одинаковыми, поэтому я решил довериться удаче. Куда-нибудь эта шлюха меня точно выведет; это вопрос времени. А времени у меня, судя по всему, очень и очень много..."
1562,"Вы когда-нибудь ходили по ночному лесу? В кедах, утопая во мху по колено, не зная дороги? Это совершенно особенное чувство, но в нём есть своя прелесть — особая отреченность от всего происходящего. ""Это не я, это не со мной..."""
1563,Через сорок минут я увидел просвет между деревьями. Неужели все же вывела? Я ускорил шаг.
1564,"Вывела. Передо мной лежало поле, а вдалеке светились огни — деревня. Очевидно, мне туда. Идти по полю было намного противнее, чем по лесу. Тут уже пришлось пробираться не по мокрому мху, а по откровенному говну вперемешку с глиной."
1565,"Я шёл медленно, с мазохистским наслаждением разглядывая каждый свой шаг, который топил мои любимые затертые конверсы в отборном черноземе. И тут, краем глаза, я заметил какое-то движение слева. Это оказались два тела, в точно таких же бумажных пакетах. Они возились в грязи. Если бы они не были голыми и со стоящими елдаками, то это можно было бы принять за вольную борьбу. С натяжкой. Хотя больше было похоже на натяжку одного на другого."
1566,"— Эй, глиномесы!"
1567,Парочка испуганно оглянулась.
1568,— Что там за деревня?
1569,Парочка попыталась отползти подальше.
1570,"— Шёл бы ты отсюда, петушок... — неуверенно начал один."
1571,"— Да, уёбывай-ка ты... — подхватил второй."
1572,"И тут что-то случилось. Неожиданно для себя, я зашагал к этой парочке широким шагом."
1573,"— Слушайте сюда, уёбки. Или вы отвечаете на мои вопросы, или я вам сейчас такой, блядь, деанон устрою, что каждый в этой местности будет знать, что вы друг другу кожаные пули в мохнатые сейфы пускаете..."
1574,"Парни как-то нелепо взвизгнули и, внезапно подскочив, дали деру. ""Ну и хуй с ними, — подумал я. — Не больно-то было нужно""."
1575,"До деревни я дошел без приключений. Кто знал, что их и так выпадет достаточно за всё моё время прибывания тут..."
1576,"дело было еще когда я был школоло, класс 9 наверно. причем саму школу я закончил в 16 (с 6 лет пошел и в 4 классе не был, так, инфа на всякий случай, а то дохера кто удивляется). и вот сейчас уже студент 3 курса, а при воспоминании той херни все равно бывает кирпичный завод помаленьку фунциклирует. на дворе был декабрь, часов 8 вечера. Сам живу в двух-комнатной квартире, в наличии собака и кошка. в тот вечер дома был один, потому что мамка с батей уехали в в\ч праздновать новый год (батя сам военный). а мне летом того года подарили PS2, так что обычно свободными вечерами задрачивался во всякую херню. Началось все с того, что я сидел и играл в Сайлент Хилл 4, потихоньку откладывая кирпичик за кирпичиком. в итоге мне надоело гамать, и я решил просто посмотреть телик. сел по удобнее в кресло, собака легла под ноги, вообщем все заебись. и тут я включаю канал Кинопоказ(спутниковая Триколор) а там, блять, идет этот ебанный Сайлент Хилл. ну думаю похер, посмотрю. когда досмотрел этот фильм заболела голова, и я нахер выключил телек и просто сидел в тишине. и собственно после этого и началась вся движуха. в моей спальне мы делали ремонт, и по-этому какие то вещи там были свалены в кучу можно сказать по середине. сижу я, наслаждаюсь тишиной, причем она была какая то странная пиздец, вроде тихо, а вроде слышу какой то еле различимый звон. экшен начался с того, что моя собака быстро подрывается с места и бежит в спальню(хотя сама мирно спала у моих ног), и я слышу, что она вроде начинает рычать. я встаю, иду посмотреть, чо она там забыла и как вообще все это понимать, может с кошаком у них там злые игры, они постоянно пиздят друг друга. заходя в спальню и включая свет я наблюдаю картину - стоит моя собака, палятся на эту кучу вещей, шерсть дыбом, злой оскал и дикий рык ( а у меня блять далматин, они ж добрые вроде ). тут кирпичи начинают падать, бить меня по пяткам, и с каждой минутой они изготавливаются все быстрее и быстрее. все это продлилось минуты 3-4. все это ёбанное время я стоял и не мог пошевелиться. Но, блять, дальше - больше. в комнату заходит кошка, проходит чуть дальше собаки, смотрит на эту кучу и с ней начинает происходит та же херня - шерсть дыбом, шипит, вся изогнулась как колесо гнутое. чувствую, что мой кирпичный завод модернизируется в завод по производству шлакоблоков, я продолжаю стоять как вкопанный. все в итоге продлилось минут 8, но, блять, это были самые долгие минуты в моей жизни. потом животные успокоились, разошлись, я включил телек, свет везде и сидел как дурак ждал приезда родителей. потом еще дня три было сыкотно спать в этой адской спальне."
1577,"На мой крестьянский взгляд умных самоубийств вообще не бывает. Ну разве когда бойца моджахеды окружили, а патронов нет. Дёргает боец колечко на последней гранате и уходит в мир иной, заодно подсадив по пути парочку алахакбаровцев до их любимого аллаха. По сути это не самоубийство, а перевод собственной смерти из разряда мучительных в геройские. В остальных случаях самовольный уход из кино, под названием жизнь, есть бааальшая глупость. Хотя одни глупости глупее других. А этот случай о самой глупой из них."
1578,"В начале 1970-х ПИЯФ был ЛИЯФ. Ленинградский Институт Ядерной Физики. Работало там много разного народу — в основном люди солидные. Но были и несолидные. Рыжик был из несолидных, хотя сам себя он считал вторым по значимости в науке, сразу после Эйнштейна. Было ему полных 24 года, и работал он лаборантом. Как его в действительности звали, я забыл. Кличку свою он получил за редкую веснушчатость и лисий цвет волос. Наш гений любил покритиковать Общую Теорию Относительности (правда без особой логики и какой-либо алгебры на бумаге), зато утверждал, что располагает доказательствами существования эфира, как некой абсолютной системы отчета, но все, кому он показывал свои работы, над ним смеялись. Однако дома он находил своим изысканиям безоговорочную поддержку в лице мамы и некоторых друзей детства. Такие авторитеты укрепляли его в мысли, что его просто не могут понять вследствие 'их скудоумия' и зазнайства. Так или иначе, но через год наш самородок не считал никого достойными, чтобы показывать им свои гениальные работы. А еще он был известен тем, что каждый год поступал то в Физтех, то в ЛГУ, где неизменно получал на вступительных экзаменах двойку или по физике, или по математике, в зависимости от того, какой экзамен был первым. Не помогала даже «профильная» характеристика с места работы. Похоже, что у Рыжика были весьма большие проблемы с зашкаливающей самооценкой, в пух и прах разбивавшей принцип здравой социальной адаптации и оценки реальности. Знаете, бывает — мама внушает бездарю, что он нечто особенное в этом мире. Бездарь верит. Хочет стать Ломоносовым-2, а становится невротиком. Хотел бы стать автослесарем, может жил бы счастливо."
1579,"После армии вернулся Рыжик в свой институт. Отслужил парень, а ума не набрался, хоть вроде должен был распрощаться с юношеской сопливостью. Тяжелый случай. А тут ещё угораздило Рыжика влюбиться. В МНСа, точнее в молодую младшую научную сотрудницу. Ох тётка была! Красоты неописуемой и при этом умная — редкое сочетание. Ну на мой взгляд, после Кюри-Складовской молодым женщинам в экспериментальной ядерной физике не место. Говорю так не из-за махрового сексизма-мачизма, а с точки зрения элементарной биологии. Мамками им быть. У мужика в этом плане получше устроено — половые клеточки каждые три месяца меняются, а вот у девок — как с момента созревания наделались, так и сидят до самого климакса, излучение ловят. Ну наша красавица на такую сторону личной гигиены плевала и работала с жутко радиоактивными солями радия."
1580,"Давай Рыжик за этой красавицей ухаживать. Ну у девки диссертация в голове, да и взгляд на жизнь был посолиднее ювенильного максимализма. Надоел ей Рыжик своими приставаниями. И вот в очередной раз Рыжик улучил момент и давай этой даме в любви до гроба клясться, да руку и сердце предлагать. А дама решила его дурь в конструктивное русло перевести. Ну и говорит ему, что мол выйду за тебя замуж, как только ты физиком станешь. Поступай в универ, отучись, а там подходи, если желание сохраниться. Ну тому бы за книжки сесть, да к экзаменам подготовиться. А зачем? Невротика труд тяготит. Поперся Рыжик в университет, как всегда уверенный, что и без книжек умный. Сочинение сдал, а на математике схватил банан. Вот и вернулся на работу после второго экзамена. Давай опять к своей «невесте» клеиться. Тётке это уже порядком надоело, и она ему в глаза прямо высказала все то, что о нем думает. Типа — ты тупой лодырь с воспаленным самомнением, плюс маменькин сынок, а не мужик. Таким и давать противно, не то что замуж идти."
1581,"Резанули Рыжика эти слова. Первый раз за всю жизнь он осознал, что его мирок с реальным миром не совпадает. Что о его «значимости» люди диаметрально противоположное мнение имеют. И навалилась на Рыжика фрустрация, или в обиходе полное крушение надежд. Опять же, Рыжик был сынок маменькин, а поэтому никаких реальных методов борьбы с фрустрацией он не знал. Всю жизнь за него мама боролась со словами, подобными «не верь, мой сыночек, все они врут от зависти к тебе, такому умному и значительному.» В данной ситуации эти слова не сработали. Ну какая зависть у пославшей его дамы сердца? Ну мужички самостоятельные выход из подобных проблем быстро находят. Вариантов много, от «куплю бутылку и забуду», через «уйду к другой», до «учиться-учиться-учиться» или «работать-искать, найти и не сдаваться». Короче обидный эпизод, но не конец жизни. У Рыжика же наступил конец жизни, потому как сама жизнь смысл потеряла. Смысл его жизни был насквозь невротический, выдуманный. Вот он рухнул, и оказалась калечная Рыжикова душонка, как улитка без раковины под палящим солнцем. Невыносимое состояние. Мамочка это видела. Ей бы сунулю-переростка к психиатру сводить, так нет. Она с «маменькиной мудростью» посыпала ему соль на рану — если ты, мое сыновье великолепие, об этой дуре не забудешь, я тебя любить перестану!Самый сильный спусковой крючок на глупости. Психологически у любого взрослого мужика любовь к женщине — это прокрутка второй раз своей детской любви к матери. А тут из-за дешёвой материнской ревности такой болезненный удар в одно и тоже место. Решил Рыжик всех наказать. Возлюбленную свою и мамочку в первую очередь, ну и себя тоже. Да и вообще весь мир, за то что он такое говно и Рыжика не оценил. Решил Рыжик показушно сдохнуть, и чтоб все вокруг него бегали да жалели. Абсолютно детское желание «несправедливо» наказанного мальчика — желание сделать истерику и скандал вокруг «обиды». Помните, как дети орут в магазине, когда их мамка на выход за руку тянет? Рёв их, последнее средство мамочку наказать — пусть все окружающие видят, какая мамка у меня плохая. Рыжиково инфантильное подсознание включило тот же самый механизм."
